,date,MA1_9,MA2_9,MA3_9,MA1_12,MA2_12,MA3_12,MOM(1),MOM(2),MOM(3),MOM(6),MOM(9),MOM(12)
8067,2017-12-27,0,0,0,0,0,0,1,1,1,1,1,1
8068,2017-12-28,0,0,0,0,0,0,1,1,1,1,1,1
8069,2017-12-29,0,0,0,0,0,0,1,1,1,1,1,1
8070,2018-01-02,0,0,0,0,0,0,0,1,1,1,1,1
8071,2018-01-03,0,0,0,0,0,0,1,1,1,1,1,1
8072,2018-01-04,0,0,0,0,0,0,1,1,1,1,1,1
8073,2018-01-05,0,0,0,0,0,0,0,0,1,1,1,1
8074,2018-01-08,0,0,0,0,0,0,1,0,1,1,1,1
8075,2018-01-09,0,0,0,0,0,0,1,1,1,1,1,1
8076,2018-01-10,0,0,0,0,0,0,1,1,1,1,1,1
8077,2018-01-11,0,0,0,0,0,0,1,1,1,1,1,1
8078,2018-01-12,0,0,0,0,0,0,1,1,1,1,1,1
8079,2018-01-16,0,0,0,0,0,0,0,1,1,1,1,1
8080,2018-01-17,0,0,0,0,0,0,1,0,1,1,1,1
8081,2018-01-18,0,0,0,0,0,0,1,1,0,1,1,1
8082,2018-01-19,1,0,0,0,0,0,0,0,0,0,1,1
8083,2018-01-22,1,1,1,0,0,0,1,0,0,0,1,1
8084,2018-01-23,0,0,1,0,0,0,1,1,1,1,1,1
8085,2018-01-24,0,0,0,0,0,0,1,1,1,1,1,1
8086,2018-01-25,0,0,0,0,0,0,0,1,1,1,1,1
8087,2018-01-26,0,0,0,0,0,0,1,1,1,1,1,1
8088,2018-01-29,0,0,0,0,0,0,0,1,1,1,1,1
8089,2018-01-30,1,0,0,0,0,0,0,0,0,1,1,1
8090,2018-01-31,1,1,0,0,0,0,1,0,0,1,1,1
8091,2018-02-01,0,0,1,0,0,0,1,1,1,1,1,1
8092,2018-02-02,0,0,0,0,0,0,0,1,1,0,1,1
8093,2018-02-05,1,1,1,1,1,0,0,0,0,0,0,1
8094,2018-02-06,1,1,1,1,1,1,0,0,0,0,0,1
8095,2018-02-07,1,1,1,1,1,1,0,0,0,0,0,0
8096,2018-02-08,1,1,1,1,1,1,0,0,0,0,0,0
8097,2018-02-09,1,1,1,1,1,1,0,0,0,0,0,0
8098,2018-02-12,1,1,1,1,1,1,1,0,0,0,0,0
8099,2018-02-13,1,1,1,1,1,1,0,1,0,0,0,0
8100,2018-02-14,1,1,1,1,1,1,1,1,1,0,0,0
8101,2018-02-15,0,1,1,1,1,1,1,1,1,0,0,0
8102,2018-02-16,0,0,0,1,1,1,1,1,1,1,0,0
8103,2018-02-20,0,0,0,0,0,0,1,1,1,1,0,0
8104,2018-02-21,0,0,0,0,0,0,0,0,1,1,0,0
8105,2018-02-22,0,0,0,0,0,0,1,1,1,1,1,0
8106,2018-02-23,0,0,0,0,0,0,1,1,1,1,1,1
8107,2018-02-26,0,0,0,0,0,0,1,1,1,1,1,1
8108,2018-02-27,0,0,0,0,0,0,0,0,1,1,1,1
8109,2018-02-28,1,1,0,1,0,0,0,0,0,0,1,1
8110,2018-03-01,1,1,1,1,1,1,0,0,0,0,0,1
8111,2018-03-02,1,1,1,1,1,1,1,0,0,0,0,1
8112,2018-03-05,0,1,1,0,1,1,1,1,1,0,1,1
8113,2018-03-06,0,0,1,0,0,1,1,1,1,0,1,1
8114,2018-03-07,1,1,1,1,1,1,0,0,0,0,0,0
8115,2018-03-08,1,1,1,1,1,1,0,0,0,0,0,0
8116,2018-03-09,0,1,1,1,1,1,1,1,0,1,0,1
8117,2018-03-12,1,0,1,1,1,1,0,1,1,1,0,0
8118,2018-03-13,1,1,1,1,1,1,0,0,1,0,0,0
8119,2018-03-14,1,1,1,1,1,1,1,0,0,0,0,0
8120,2018-03-15,1,1,1,1,1,1,1,1,0,1,0,0
8121,2018-03-16,0,0,0,0,0,0,1,1,1,1,0,1
8122,2018-03-19,0,0,0,0,0,0,0,1,1,0,0,1
8123,2018-03-20,0,0,0,0,0,0,1,1,1,1,1,1
8124,2018-03-21,0,0,0,0,0,0,1,1,1,1,1,1
8125,2018-03-22,0,0,0,0,0,0,0,1,1,1,1,1
8126,2018-03-23,0,0,0,0,0,0,1,1,1,1,1,1
8127,2018-03-26,0,0,0,0,0,0,0,1,1,1,1,1
8128,2018-03-27,0,0,0,0,0,0,0,0,1,1,1,1
8129,2018-03-28,0,0,0,0,0,0,0,0,0,1,1,1
8130,2018-03-29,0,0,0,0,0,0,1,0,0,0,1,1
8131,2018-04-02,1,1,1,1,0,0,0,0,0,0,1,1
8132,2018-04-03,1,1,1,1,1,1,1,0,0,0,1,1
8133,2018-04-04,1,1,1,1,1,1,0,1,0,0,0,1
8134,2018-04-05,1,1,1,1,1,1,1,1,1,0,0,1
8135,2018-04-06,1,1,1,1,1,1,0,0,0,0,0,0
8136,2018-04-09,1,1,1,1,1,1,1,0,1,0,0,0
8137,2018-04-10,0,0,1,0,0,1,1,1,1,1,1,1
8138,2018-04-11,0,0,0,0,0,0,1,1,1,1,1,1
8139,2018-04-12,0,0,0,0,0,0,1,1,1,1,1,1
8140,2018-04-13,0,0,0,0,0,0,1,1,1,1,1,1
8141,2018-04-16,0,0,0,0,0,0,0,0,0,1,1,1
8142,2018-04-17,0,0,0,0,0,0,1,0,0,1,1,1
8143,2018-04-18,0,0,0,0,0,0,1,1,1,1,1,1
8144,2018-04-19,0,0,0,0,0,0,0,1,1,1,1,1
8145,2018-04-20,0,0,0,0,0,0,0,0,1,1,1,1
8146,2018-04-23,0,0,0,0,0,0,0,0,0,1,1,1
8147,2018-04-24,0,0,0,0,0,0,1,0,0,1,1,1
8148,2018-04-25,0,0,0,0,0,0,1,1,0,1,1,1
8149,2018-04-26,0,0,0,0,0,0,1,1,1,0,1,1
8150,2018-04-27,0,0,0,0,0,0,0,1,1,0,1,1
8151,2018-04-30,0,0,0,0,0,0,1,1,1,1,1,1
8152,2018-05-01,1,1,1,1,0,0,0,0,0,0,0,0
8153,2018-05-02,1,1,1,0,1,0,1,0,0,1,0,1
8154,2018-05-03,0,0,1,0,0,1,1,1,0,1,1,1
8155,2018-05-04,0,0,0,0,0,0,1,1,1,1,1,1
8156,2018-05-07,0,0,0,0,0,0,1,1,1,1,1,1
8157,2018-05-08,0,0,0,0,0,0,0,0,1,1,1,1
8158,2018-05-09,0,0,0,0,0,0,1,1,1,1,1,1
8159,2018-05-10,0,0,0,0,0,0,1,1,1,1,1,1
8160,2018-05-11,0,0,0,0,0,0,0,0,1,1,1,1
8161,2018-05-14,0,0,0,0,0,0,1,0,0,1,1,1
8162,2018-05-15,0,0,0,0,0,0,1,1,0,1,1,1
8163,2018-05-16,0,0,0,0,0,0,1,1,1,1,1,1
8164,2018-05-17,0,0,0,0,0,0,1,1,1,1,1,1
8165,2018-05-18,0,0,0,0,0,0,0,0,0,0,1,1
8166,2018-05-21,0,0,0,0,0,0,1,1,1,1,1,1
8167,2018-05-22,0,0,0,0,0,0,0,1,1,1,1,1
8168,2018-05-23,0,0,0,0,0,0,0,0,1,1,1,1
8169,2018-05-24,1,1,0,1,1,0,0,0,0,0,1,1
8170,2018-05-25,1,1,1,1,1,1,0,0,0,0,0,0
8171,2018-05-29,1,1,1,1,1,1,0,0,0,0,0,0
8172,2018-05-30,1,1,1,1,1,1,1,1,0,0,0,0
8173,2018-05-31,1,1,1,1,1,1,0,1,0,0,0,0
8174,2018-06-01,1,1,1,1,1,1,0,0,0,0,0,0
8175,2018-06-04,1,1,1,1,1,1,0,0,0,0,0,0
8176,2018-06-05,1,1,1,1,1,1,1,0,0,0,0,0
8177,2018-06-06,1,1,1,1,1,1,0,0,0,0,0,0
8178,2018-06-07,1,1,1,1,1,1,1,1,1,0,0,0
8179,2018-06-08,1,1,1,1,1,1,0,1,1,0,0,0
8180,2018-06-11,0,1,1,1,1,1,1,1,1,1,0,0
8181,2018-06-12,0,0,0,0,1,1,1,1,1,1,0,0
8182,2018-06-13,0,0,0,0,0,0,1,1,1,1,0,0
8183,2018-06-14,0,0,0,0,0,0,1,1,1,1,1,1
8184,2018-06-15,1,0,0,1,0,0,0,0,0,0,1,0
8185,2018-06-18,1,1,0,0,1,0,1,0,0,1,1,0
8186,2018-06-19,1,1,1,1,1,1,0,1,0,0,1,0
8187,2018-06-20,1,1,1,0,1,1,1,1,1,0,0,1
8188,2018-06-21,1,1,1,1,1,1,0,1,0,0,0,1
8189,2018-06-22,0,0,0,0,0,0,1,1,1,1,1,1
8190,2018-06-25,0,0,0,0,0,0,1,1,1,1,1,1
8191,2018-06-26,0,0,0,0,0,0,1,1,1,1,1,1
8192,2018-06-27,0,0,0,0,0,0,1,1,1,1,1,1
8193,2018-06-28,0,0,0,0,0,0,0,0,1,1,1,1
8194,2018-06-29,0,0,0,0,0,0,1,0,0,1,1,1
8195,2018-07-02,0,0,0,0,0,0,0,1,0,1,1,1
8196,2018-07-03,0,0,0,0,0,0,1,1,1,1,1,1
8197,2018-07-05,1,0,0,0,0,0,0,0,0,0,1,1
8198,2018-07-06,1,1,1,0,0,0,1,0,0,0,1,1
8199,2018-07-09,1,1,1,0,0,0,1,1,0,1,1,1
8200,2018-07-10,1,1,1,0,0,0,1,1,1,0,0,1
8201,2018-07-11,1,1,1,1,1,1,0,0,0,0,0,1
8202,2018-07-12,1,1,1,1,1,1,0,0,0,0,0,1
8203,2018-07-13,1,1,1,1,1,1,1,1,0,0,0,0
8204,2018-07-16,1,1,1,1,1,1,0,0,0,0,0,0
8205,2018-07-17,1,1,1,1,1,1,0,0,0,0,0,0
8206,2018-07-18,1,1,1,1,1,1,1,1,0,0,0,0
8207,2018-07-19,1,1,1,1,1,1,1,1,1,0,0,0
8208,2018-07-20,0,1,1,1,1,1,1,1,1,1,0,0
8209,2018-07-23,1,1,1,1,1,1,0,0,0,0,0,0
8210,2018-07-24,0,1,0,0,1,1,1,1,1,1,1,0
8211,2018-07-25,0,0,0,0,0,1,1,1,1,1,1,0
8212,2018-07-26,0,0,0,0,0,0,1,1,1,1,1,0
8213,2018-07-27,1,0,0,1,0,0,0,0,0,0,1,0
8214,2018-07-30,0,1,0,0,0,0,1,0,1,1,1,1
8215,2018-07-31,1,0,1,0,0,0,0,1,0,1,1,0
8216,2018-08-01,1,1,1,1,1,0,0,0,1,0,0,1
8217,2018-08-02,1,1,1,1,1,1,1,0,0,0,0,1
8218,2018-08-03,1,1,1,1,1,1,0,0,0,0,1,0
8219,2018-08-06,1,1,1,1,1,1,1,1,1,1,0,0
8220,2018-08-07,1,1,1,1,1,1,1,1,1,0,0,0
8221,2018-08-08,1,1,1,1,1,1,0,0,0,0,0,0
8222,2018-08-09,1,1,1,1,1,1,0,0,0,0,0,0
8223,2018-08-10,1,1,1,1,1,1,1,1,0,0,0,0
8224,2018-08-13,1,1,1,1,1,1,0,1,1,0,0,0
8225,2018-08-14,1,1,1,1,1,1,0,0,1,0,0,0
8226,2018-08-15,1,1,1,1,1,1,0,0,0,0,0,0
8227,2018-08-16,1,1,1,1,1,1,1,0,0,0,0,0
8228,2018-08-17,1,1,1,1,1,1,1,1,0,0,0,0
8229,2018-08-20,1,1,1,1,1,1,1,1,1,0,0,0
8230,2018-08-21,0,0,0,0,1,1,1,1,1,1,1,0
8231,2018-08-22,0,0,0,0,0,0,1,1,1,1,1,0
8232,2018-08-23,0,0,0,0,0,0,1,1,1,1,1,0
8233,2018-08-24,0,0,0,0,0,0,1,1,1,1,1,1
8234,2018-08-27,0,0,0,0,0,0,1,1,1,1,1,1
8235,2018-08-28,0,0,0,0,0,0,0,0,0,1,1,1
8236,2018-08-29,0,0,0,0,0,0,1,0,0,1,1,1
8237,2018-08-30,0,0,0,0,0,0,1,1,1,1,1,1
8238,2018-08-31,0,0,0,0,0,0,0,1,1,1,1,1
8239,2018-09-04,0,0,0,0,0,0,0,0,1,1,1,1
8240,2018-09-05,1,1,1,1,0,0,0,0,0,0,1,1
8241,2018-09-06,1,1,1,1,1,1,0,0,0,0,0,1
8242,2018-09-07,1,1,1,1,1,1,0,0,0,0,0,1
8243,2018-09-10,1,1,1,1,1,1,0,0,0,0,0,0
8244,2018-09-11,0,1,1,0,1,1,1,1,1,0,1,1
8245,2018-09-12,0,0,0,0,0,1,1,1,1,1,1,1
8246,2018-09-13,1,0,0,1,0,0,0,0,1,0,0,0
8247,2018-09-14,0,0,0,1,1,0,1,0,0,1,0,1
8248,2018-09-17,0,0,0,1,1,1,0,1,0,1,0,0
8249,2018-09-18,0,0,0,0,0,0,1,1,1,1,1,0
8250,2018-09-19,0,0,0,0,0,0,1,1,1,1,1,1
8251,2018-09-20,0,0,0,0,0,0,0,1,1,1,1,1
8252,2018-09-21,0,0,0,0,0,0,1,0,1,1,1,1
8253,2018-09-24,0,0,0,0,0,0,1,1,1,1,1,1
8254,2018-09-25,0,0,0,0,0,0,1,1,1,1,1,1
8255,2018-09-26,0,0,0,0,0,0,0,0,1,1,1,1
8256,2018-09-27,0,0,0,0,0,0,0,0,0,1,1,1
8257,2018-09-28,0,0,0,0,0,0,1,1,0,1,1,1
8258,2018-10-01,0,0,0,0,0,0,1,1,1,1,1,1
8259,2018-10-02,0,0,0,0,0,0,0,1,1,1,1,1
8260,2018-10-03,0,0,0,0,0,0,1,1,1,1,1,1
8261,2018-10-04,0,0,0,0,0,0,0,0,0,1,1,1
8262,2018-10-05,0,0,0,0,0,0,0,0,0,1,1,1
8263,2018-10-08,0,0,0,0,0,0,1,0,0,1,1,1
8264,2018-10-09,0,0,0,0,0,0,1,1,1,0,1,1
8265,2018-10-10,1,1,1,1,1,0,0,0,0,0,1,0
8266,2018-10-11,1,1,1,1,1,1,0,0,0,0,0,0
8267,2018-10-12,1,1,1,1,1,1,1,0,0,0,0,0
8268,2018-10-15,1,1,1,1,1,1,1,1,0,0,0,0
8269,2018-10-16,1,1,1,1,1,1,1,1,1,0,0,0
8270,2018-10-17,1,1,1,1,1,1,0,0,0,0,0,0
8271,2018-10-18,1,1,1,1,1,1,0,0,0,0,0,0
8272,2018-10-19,1,1,1,1,1,1,1,0,0,0,0,0
8273,2018-10-22,1,1,1,1,1,1,1,1,0,0,0,0
8274,2018-10-23,1,1,1,1,1,1,0,0,0,0,0,0
8275,2018-10-24,1,1,1,1,1,1,1,0,0,0,0,0
8276,2018-10-25,1,1,1,1,1,1,1,1,0,0,0,0
8277,2018-10-26,1,1,1,1,1,1,1,1,1,0,0,0
8278,2018-10-29,1,1,1,1,1,1,0,0,1,0,0,0
8279,2018-10-30,1,1,1,1,1,1,0,0,0,0,0,0
8280,2018-10-31,1,1,1,1,1,1,0,0,0,0,0,0
8281,2018-11-01,1,1,1,1,1,1,0,0,0,0,0,0
8282,2018-11-02,1,1,1,1,1,1,0,0,0,0,0,0
8283,2018-11-05,1,1,1,1,1,1,1,0,0,0,0,0
8284,2018-11-06,1,1,1,1,1,1,0,0,0,0,0,0
8285,2018-11-07,1,1,1,1,1,1,0,0,0,0,0,0
8286,2018-11-08,1,1,1,1,1,1,0,0,0,0,0,0
8287,2018-11-09,1,1,1,1,1,1,0,0,0,0,0,0
8288,2018-11-12,1,1,1,1,1,1,0,0,0,0,0,0
8289,2018-11-13,1,1,1,1,1,1,0,0,0,0,0,0
8290,2018-11-14,1,1,1,1,1,1,1,0,0,0,0,0
8291,2018-11-15,1,1,1,1,1,1,1,1,0,0,0,0
8292,2018-11-16,1,1,1,1,1,1,1,1,1,0,0,0
8293,2018-11-19,1,1,1,1,1,1,1,1,1,0,0,0
8294,2018-11-20,1,1,1,1,1,1,0,0,0,0,0,0
8295,2018-11-21,1,1,1,1,1,1,1,0,0,0,0,0
8296,2018-11-26,1,1,1,1,1,1,0,0,0,0,0,0
8297,2018-11-27,1,1,1,1,1,1,0,0,0,0,0,0
8298,2018-11-28,1,1,1,1,1,1,0,0,0,0,0,0
8299,2018-11-29,1,1,1,1,1,1,1,1,1,0,0,0
8300,2018-11-30,1,1,1,1,1,1,0,1,0,0,0,0
8301,2018-12-03,0,1,1,1,1,1,1,1,1,0,0,0
8302,2018-12-04,0,0,0,1,1,1,1,1,1,1,0,0
8303,2018-12-05,0,0,0,1,1,1,0,0,1,1,0,0
8304,2018-12-06,1,0,0,1,1,1,0,0,0,1,0,0
8305,2018-12-07,0,0,0,0,1,0,1,1,0,1,1,0
8306,2018-12-10,1,0,1,1,1,1,0,0,0,1,0,0
8307,2018-12-11,1,1,1,1,1,0,1,0,1,0,1,0
8308,2018-12-12,1,1,1,1,1,1,0,0,0,0,0,0
8309,2018-12-13,0,1,1,0,0,1,1,1,1,1,1,1
8310,2018-12-14,1,1,1,1,0,1,0,1,0,0,0,1
8311,2018-12-17,1,1,1,1,1,1,0,0,0,0,0,0
8312,2018-12-18,1,1,1,1,1,1,0,0,0,0,0,0
8313,2018-12-19,1,1,1,1,1,1,1,0,0,0,0,0
8314,2018-12-20,1,1,1,1,1,1,0,0,0,0,0,0
8315,2018-12-21,1,1,1,1,1,1,0,0,0,0,0,0
8316,2018-12-26,1,1,1,1,1,1,1,1,0,0,0,0
8317,2018-12-27,1,1,1,1,1,1,0,0,0,0,0,0
8318,2018-12-28,1,1,1,1,1,1,1,0,0,0,0,0
8319,2019-01-02,1,1,1,1,1,1,1,1,1,0,0,0
8320,2019-01-03,0,0,0,1,1,1,1,1,1,1,0,0
8321,2019-01-04,0,0,0,0,0,0,1,1,1,1,1,0
8322,2019-01-07,0,0,0,0,0,0,1,1,1,1,1,0
8323,2019-01-08,0,0,0,0,0,0,1,1,1,1,1,0
8324,2019-01-09,0,0,0,0,0,0,1,1,1,1,1,1
8325,2019-01-10,0,0,0,0,0,0,1,1,1,1,1,1
8326,2019-01-11,0,0,0,0,0,0,0,0,1,1,1,1
8327,2019-01-14,0,0,0,0,0,0,0,0,0,1,1,1
8328,2019-01-15,0,0,0,0,0,0,1,1,0,1,1,1
8329,2019-01-16,0,0,0,0,0,0,1,1,1,1,1,1
8330,2019-01-17,0,0,0,0,0,0,0,1,1,0,1,1
8331,2019-01-18,0,0,0,0,0,0,1,1,1,1,1,1
8332,2019-01-22,0,0,0,0,0,0,0,1,1,1,1,1
8333,2019-01-23,0,0,0,0,0,0,0,0,1,1,1,1
8334,2019-01-24,0,0,0,0,0,0,1,1,0,1,1,1
8335,2019-01-25,0,0,0,0,0,0,1,1,1,1,1,1
8336,2019-01-28,1,0,0,1,0,0,0,0,0,0,1,0
8337,2019-01-29,0,1,0,0,0,0,1,0,1,0,1,1
8338,2019-01-30,0,0,0,0,0,0,1,1,1,1,1,1
8339,2019-01-31,0,0,0,0,0,0,0,1,1,1,1,1
8340,2019-02-01,0,0,0,0,0,0,1,1,1,1,1,1
8341,2019-02-04,0,0,0,0,0,0,0,1,1,1,1,1
8342,2019-02-05,0,0,0,0,0,0,0,0,0,1,1,1
8343,2019-02-06,0,0,0,0,0,0,1,0,0,1,1,1
8344,2019-02-07,1,1,1,1,1,1,0,0,0,0,0,1
8345,2019-02-08,1,1,1,1,1,1,1,0,0,0,1,1
8346,2019-02-11,1,1,1,1,1,1,0,0,0,0,0,0
8347,2019-02-12,1,1,1,1,1,1,1,1,1,0,0,0
8348,2019-02-13,0,1,1,0,1,1,1,1,1,1,1,1
8349,2019-02-14,0,0,0,0,0,0,1,1,1,1,0,1
8350,2019-02-15,0,0,0,0,0,0,1,1,1,1,1,1
8351,2019-02-19,0,0,0,0,0,0,1,1,1,1,1,1
8352,2019-02-20,0,0,0,0,0,0,1,1,1,1,1,1
8353,2019-02-21,0,0,0,0,0,0,1,1,1,1,1,1
8354,2019-02-22,0,0,0,0,0,0,1,1,1,1,1,1
8355,2019-02-25,1,0,0,0,0,0,0,0,0,1,1,1
8356,2019-02-26,1,1,0,0,0,0,1,0,0,0,1,1
8357,2019-02-27,0,0,1,0,0,0,1,1,0,1,1,1
8358,2019-02-28,0,0,0,0,0,0,1,1,1,1,1,1
8359,2019-03-01,1,0,0,1,0,0,0,0,1,0,1,1
8360,2019-03-04,0,1,0,0,1,0,1,0,0,0,1,1
8361,2019-03-05,0,0,1,0,0,1,0,1,0,1,0,1
8362,2019-03-06,1,0,0,1,1,0,0,0,1,1,0,1
8363,2019-03-07,0,0,0,0,1,0,1,1,1,0,0,1
8364,2019-03-08,1,1,1,1,1,1,0,0,0,0,1,0
8365,2019-03-11,0,1,1,0,1,0,1,1,1,1,1,0
8366,2019-03-12,0,0,1,0,0,0,1,1,1,1,0,0
8367,2019-03-13,0,0,0,0,0,0,1,1,1,1,1,1
8368,2019-03-14,0,0,0,0,0,0,1,1,1,1,1,1
8369,2019-03-15,0,0,0,0,0,0,0,1,1,1,1,1
8370,2019-03-18,0,0,0,0,0,0,1,1,1,1,1,1
8371,2019-03-19,0,0,0,0,0,0,1,1,1,1,1,1
8372,2019-03-20,0,0,0,0,0,0,1,1,1,1,1,1
8373,2019-03-21,0,0,0,0,0,0,0,1,1,1,1,1
8374,2019-03-22,0,0,0,0,0,0,0,0,0,1,1,1
8375,2019-03-25,1,1,0,0,0,0,0,0,0,1,1,1
8376,2019-03-26,0,0,1,0,0,0,1,1,0,1,1,1
8377,2019-03-27,0,0,0,0,0,0,0,1,1,1,1,1
8378,2019-03-28,1,1,0,0,0,0,0,0,1,0,1,1
8379,2019-03-29,0,0,0,0,0,0,1,1,1,1,1,1
8380,2019-04-01,0,0,0,0,0,0,1,1,1,1,1,1
8381,2019-04-02,0,0,0,0,0,0,1,1,1,1,1,1
8382,2019-04-03,0,0,0,0,0,0,0,1,1,1,1,1
8383,2019-04-04,0,0,0,0,0,0,0,0,1,1,1,1
8384,2019-04-05,0,0,0,0,0,0,1,1,1,1,1,1
8385,2019-04-08,0,0,0,0,0,0,1,1,1,1,1,1
8386,2019-04-09,0,0,0,0,0,0,0,1,1,1,1,1
8387,2019-04-10,0,0,0,0,0,0,1,1,1,1,1,1
8388,2019-04-11,0,0,0,0,0,0,0,0,0,1,1,1
8389,2019-04-12,0,0,0,0,0,0,1,0,0,1,1,1
8390,2019-04-15,1,0,0,0,0,0,0,0,0,1,1,1
8391,2019-04-16,0,0,0,0,0,0,1,1,1,0,1,1
8392,2019-04-17,1,0,1,0,0,0,0,1,0,0,1,1
8393,2019-04-18,0,1,1,0,0,0,1,1,1,0,1,1
8394,2019-04-22,0,0,0,0,0,0,1,1,1,1,1,1
8395,2019-04-23,0,0,0,0,0,0,1,1,1,1,1,1
8396,2019-04-24,0,0,0,0,0,0,0,1,1,1,1,1
8397,2019-04-25,0,0,0,0,0,0,0,0,0,1,1,1
8398,2019-04-26,1,1,0,1,1,0,0,0,0,0,0,0
8399,2019-04-29,1,1,1,1,1,1,1,0,0,0,0,0
8400,2019-04-30,1,1,1,1,1,1,1,1,0,0,0,1
8401,2019-05-01,1,1,1,1,1,1,0,1,1,0,0,0
8402,2019-05-02,1,1,1,1,1,1,0,0,0,0,0,0
8403,2019-05-03,1,1,1,1,1,1,1,0,0,0,0,0
8404,2019-05-06,1,1,1,1,1,1,1,1,0,0,0,0
8405,2019-05-07,1,1,1,1,1,1,0,0,0,0,0,0
8406,2019-05-08,1,1,1,1,1,1,1,0,1,0,0,0
8407,2019-05-09,1,1,1,1,1,1,0,1,0,0,0,0
8408,2019-05-10,1,1,1,1,1,1,1,0,1,0,0,0
8409,2019-05-13,1,1,1,1,1,1,0,0,0,0,0,0
8410,2019-05-14,0,1,1,1,1,1,1,1,1,0,0,0
8411,2019-05-15,0,0,1,1,1,1,1,1,1,1,1,0
8412,2019-05-16,0,0,0,0,0,0,1,1,1,1,1,0
8413,2019-05-17,0,0,0,0,0,0,0,1,1,1,1,0
8414,2019-05-20,0,0,0,0,0,0,1,1,1,1,1,1
8415,2019-05-21,0,0,0,0,0,0,0,1,1,1,1,1
8416,2019-05-22,1,0,0,1,0,0,0,0,0,0,0,0
8417,2019-05-23,1,1,1,1,1,1,0,0,0,0,0,0
8418,2019-05-24,1,1,1,1,1,1,1,0,0,0,0,0
8419,2019-05-28,1,1,1,1,1,1,1,1,0,0,0,0
8420,2019-05-29,1,1,1,1,1,1,0,1,1,0,0,0
8421,2019-05-30,1,1,1,1,1,1,0,0,0,0,0,0
8422,2019-05-31,1,1,1,1,1,1,0,0,0,0,0,0
8423,2019-06-03,1,1,1,1,1,1,0,0,0,0,0,0
8424,2019-06-04,1,1,1,1,1,1,1,1,0,0,0,0
8425,2019-06-05,1,1,1,1,1,1,0,0,0,0,0,0
8426,2019-06-06,1,1,1,1,1,1,1,0,0,0,0,0
8427,2019-06-07,1,1,1,1,1,1,1,1,1,0,0,0
8428,2019-06-10,1,1,1,1,1,1,0,1,1,0,0,0
8429,2019-06-11,1,1,0,1,1,1,0,0,1,1,0,0
8430,2019-06-12,1,1,1,1,1,1,0,0,0,0,0,0
8431,2019-06-13,1,1,1,1,1,1,1,0,0,1,0,0
8432,2019-06-14,1,1,1,1,1,1,1,1,0,0,0,0
8433,2019-06-17,1,1,1,1,1,1,0,0,1,0,0,0
8434,2019-06-18,0,0,1,0,0,1,1,1,1,1,1,1
8435,2019-06-19,0,0,0,0,0,0,0,1,1,1,1,1
8436,2019-06-20,0,0,0,0,0,0,1,1,1,1,1,1
8437,2019-06-21,0,0,0,0,0,0,1,1,1,1,1,1
8438,2019-06-24,0,0,0,0,0,0,1,1,1,1,1,1
8439,2019-06-25,0,0,0,0,0,0,0,1,1,1,1,1
8440,2019-06-26,0,0,0,0,0,0,1,1,1,1,1,1
8441,2019-06-27,0,0,0,0,0,0,1,1,1,1,1,1
8442,2019-06-28,0,0,0,0,0,0,0,0,1,1,1,1
8443,2019-07-01,0,0,0,0,0,0,1,0,0,1,1,1
8444,2019-07-02,1,1,1,1,0,0,0,0,0,0,1,1
8445,2019-07-03,1,1,1,1,1,0,1,0,0,0,1,1
8446,2019-07-08,1,1,1,1,1,1,1,1,0,0,1,1
8447,2019-07-09,1,1,1,1,1,1,1,1,1,0,0,1
8448,2019-07-10,0,0,0,0,0,0,1,1,1,1,1,1
8449,2019-07-11,0,0,0,0,0,0,0,1,1,1,1,1
8450,2019-07-12,0,0,0,0,0,0,1,0,1,1,1,1
8451,2019-07-15,0,0,0,0,0,0,0,0,0,1,1,1
8452,2019-07-16,1,0,0,1,1,0,0,0,0,1,0,0
8453,2019-07-17,1,1,1,1,1,1,0,0,0,0,1,0
8454,2019-07-18,1,1,1,1,1,1,0,0,0,0,0,0
8455,2019-07-19,1,1,1,1,1,1,1,0,0,0,0,0
8456,2019-07-22,1,1,1,1,1,1,1,1,0,0,0,0
8457,2019-07-23,1,1,1,1,1,1,1,1,1,0,0,0
8458,2019-07-24,1,1,1,1,1,1,0,1,1,0,0,0
8459,2019-07-25,1,1,1,1,1,1,0,0,1,0,0,0
8460,2019-07-26,1,1,1,1,1,1,1,1,0,1,0,0
8461,2019-07-29,0,0,0,0,1,1,1,1,1,1,0,0
8462,2019-07-30,0,0,0,0,0,0,1,1,1,1,1,0
8463,2019-07-31,0,0,0,0,0,0,1,1,1,1,1,0
8464,2019-08-01,1,1,0,1,1,0,0,0,0,0,0,0
8465,2019-08-02,1,1,1,1,1,1,1,0,0,0,0,0
8466,2019-08-05,1,1,1,1,1,1,0,1,0,0,0,0
8467,2019-08-06,1,1,1,1,1,1,0,0,0,0,0,0
8468,2019-08-07,1,1,1,1,1,1,0,0,0,0,0,0
8469,2019-08-08,1,1,1,1,1,1,1,0,0,0,0,0
8470,2019-08-09,1,1,1,1,1,1,1,1,1,1,0,0
8471,2019-08-12,0,0,1,1,1,1,1,1,1,0,0,0
8472,2019-08-13,0,0,0,0,0,0,1,1,1,1,0,1
8473,2019-08-14,0,0,0,0,0,0,0,1,1,1,1,0
8474,2019-08-15,0,0,0,1,0,0,0,0,0,1,0,0
8475,2019-08-16,0,0,0,0,0,0,1,0,0,1,1,0
